subject,run,hemi,mode_k,beta,p,metric
sub-EN057,15,L,62,0.7031625876532406,0.4638336095000377,global
sub-EN057,15,L,63,0.6410493160339646,0.4960500070267851,global
sub-EN057,15,L,64,0.1802889071954423,0.4433465591520477,global
sub-EN057,15,L,65,0.1414614854209855,0.4625513295208461,global
sub-EN057,15,L,66,0.1137128128630369,0.55759860015862,global
sub-EN057,15,L,67,0.1659523974698489,0.4678242398051535,global
sub-EN057,15,L,68,0.5048376585397015,0.4858541183775449,global
sub-EN057,15,L,69,-0.0246738167842432,0.3171509225364804,global
sub-EN057,15,L,70,0.3673814531079821,0.4875212940753631,global
sub-EN057,15,L,71,0.0842659119095207,0.4716076096055817,global
sub-EN057,15,L,72,-0.0145376019214028,0.7184880552836554,global
sub-EN057,15,L,73,0.0176124985349924,0.6481133300051735,global
sub-EN057,15,L,74,0.332734572454303,0.4831404696697743,global
sub-EN057,15,L,75,0.0556948811901814,0.2036408203509996,global
sub-EN057,15,L,76,0.145779823952908,0.483827077912168,global
sub-EN057,15,L,77,0.1256393480196469,0.4719839522481093,global
sub-EN057,15,L,78,0.8061454334105767,0.4700287905174287,global
sub-EN057,15,L,79,0.0591459460929939,0.3255896571317718,global
sub-EN057,15,L,80,0.0467514021134322,0.4265742529547978,global
sub-EN057,15,L,81,0.0610578881939273,0.4525971691492857,global
sub-EN057,15,L,82,0.1891915838894239,0.4893226679771847,global
sub-EN057,15,L,83,0.1251710534287005,0.4703972153152563,global
sub-EN057,15,L,84,0.153667101186998,0.5436968946820607,global
sub-EN057,15,L,85,-0.0176116345698538,0.6193172001482866,global
sub-EN057,15,L,86,0.1105959233891198,0.5621639648286918,global
sub-EN057,15,L,87,0.0415209762568478,0.0221090140165568,global
sub-EN057,15,L,88,0.1603701591571447,0.5128283652482282,global
sub-EN057,15,L,89,0.0236840649682956,0.4860124911034575,global
sub-EN057,15,L,90,0.0751280975980036,0.5353066501316732,global
sub-EN057,15,L,91,0.0435072133981697,0.4055921072649164,global
sub-EN057,15,L,92,0.0419105117307604,0.5486239762916354,global
