subject,run,hemi,mode_k,beta,p,metric
sub-EN057,16,L,93,-0.0994840423675593,0.6773899756523898,path
sub-EN057,16,L,94,-0.008807124868911,0.8203567074854641,path
sub-EN057,16,L,95,0.0034075607910814,0.8935419874825306,path
sub-EN057,16,L,96,-0.0522500220521588,0.7714805031639604,path
sub-EN057,16,L,97,-0.1101941530884154,0.6953147968430782,path
sub-EN057,16,L,98,-0.0479433504489113,0.6752783444874927,path
sub-EN057,16,L,99,-0.022861143247509,0.1792304659114862,path
sub-EN057,16,L,100,-0.0405211859366512,0.2830516218699622,path
sub-EN057,16,L,101,-0.1436813794136957,0.773243719766,path
sub-EN057,16,L,102,-0.0626269145775086,0.6875496124578296,path
sub-EN057,16,L,103,-0.0906068892723167,0.0939750146135686,path
sub-EN057,16,L,104,-0.0488927895643911,0.094682633102697,path
sub-EN057,16,L,105,-0.1582507430655068,0.7358377908750953,path
sub-EN057,16,L,106,-0.0198403717731909,0.8146580342569388,path
sub-EN057,16,L,107,-0.0505644653108952,0.3940978212294957,path
sub-EN057,16,L,108,-0.0207623332924566,0.7951648479060532,path
sub-EN057,16,L,109,-0.0502434842117506,0.0591019740866361,path
sub-EN057,16,L,110,0.0457427826684488,0.1043596237054854,path
sub-EN057,16,L,111,-0.1334026835302933,0.7741292524557392,path
sub-EN057,16,L,112,-0.1650667198670769,0.7965978056602766,path
sub-EN057,16,L,113,-0.0162764891721522,0.4025096484222129,path
sub-EN057,16,L,114,-0.0032516069226048,0.8732508645949195,path
sub-EN057,16,L,115,-0.0374739237643951,0.2109596416301909,path
sub-EN057,16,L,116,-0.0144652965794806,0.6643766574155606,path
sub-EN057,16,L,117,-0.0993854794961294,0.0660462038706423,path
sub-EN057,16,L,118,0.001104874181455,0.9360809647354184,path
sub-EN057,16,L,119,-0.1107162661032276,0.5479981273524801,path
sub-EN057,16,R,0,-297.2093087283008,0.7749438849379513,path
sub-EN057,16,R,1,-0.5584164285129777,0.0745269779520626,path
sub-EN057,16,R,2,-2.0679479649006023,0.8053033803993891,path
sub-EN057,16,R,3,-23.31686802673181,0.7785550039872191,path
sub-EN057,16,R,4,-0.9944186958680856,0.6641399358680888,path
sub-EN057,16,R,5,-0.6510205338066005,0.036671200195294,path
sub-EN057,16,R,6,-2.4341005150182653,0.8032892347182343,path
sub-EN057,16,R,7,-0.3231893452452607,0.7192593404062039,path
