transition_idx,prev_token_id,token_id,run_id,snt_prev,snt_cur,onset,word_prev,word_cur,same_run,boundary_flag,shift,entropy_prev,entropy_cur,entropy_change,id_prev,id_cur,id_change,pred_error_lin,pred_error_ar,pred_error_subspace,curvature
94,24,25,1,5,5,34.414, first, drawing,1,0,0.5104710713716654,1.1704133964879857,0.9707592374856855,0.1996541590023002,2.8251284810299877,2.2160428667871446,0.6090856142428431,0.6724949377201386,0.4194361173948751,0.6810343278205023,2.007803272294624
95,25,26,1,5,5,35.258, drawing,$ my,1,0,0.6256051181331639,0.9707592374856855,1.1884557592926663,-0.21769652180698085,2.2160428667871446,3.0046949212360796,-0.788652054448935,0.8131467698367868,0.37957722649459047,0.4638289872986115,2.088135179005027
96,26,27,1,5,5,35.463,$ my, drawing,1,0,0.6271043967279132,1.1884557592926663,1.1530268370228276,0.035428922269838736,3.0046949212360796,2.8203400260857627,0.1843548951503169,1.0912984230493348,0.33232102092617877,0.3980901643030332,2.7747600844912954
97,27,28,1,5,5,35.876, drawing, number,1,0,0.5129724553273679,1.1530268370228276,1.351233113778766,-0.1982062767559385,2.8203400260857627,3.736674107472704,-0.9163340813869412,0.732623877722477,0.43664019684071,0.7750497001522143,2.142037059597972
98,28,29,1,5,5,36.363, number, one,1,0,0.6045265933771558,1.351233113778766,1.3415164466799427,0.00971666709882335,3.736674107472704,3.666552690697667,0.07012141677503703,0.7044626290399734,0.5191855815806554,0.8667824147450576,1.9306135078154774
99,29,1,1,5,6,37.186, one, it,1,1,0.6859677295683992,1.3415164466799427,1.295977623267881,0.045538823412061724,3.666552690697667,3.3811308322580986,0.28542185843956824,0.8058216196887015,0.6473995044678336,1.0061428537684922,2.020242689148854
100,1,2,1,6,6,37.311, it, looked,1,0,0.5229173319899527,1.295977623267881,1.2728775874929155,0.023100035774965555,3.3811308322580986,3.2338196410069893,0.14731119125110936,0.6291303438945548,0.5146819409170531,0.8697955293527961,1.9518291238490175
101,2,3,1,6,6,37.631, looked, like,1,0,0.304956683946743,1.2728775874929155,1.2993160137547393,-0.0264384262618238,3.2338196410069893,3.394633066368665,-0.16081342536167575,0.493637268734452,0.29654473733729747,0.6895254915491341,1.9934733888026759
102,3,4,1,6,6,37.891, like, this,1,0,0.45112920046279315,1.2993160137547393,1.295311320724366,0.0040046930303732076,3.394633066368665,3.399899091873915,-0.005266025505250127,0.5544149725815712,0.4193100881463244,0.6840911761305731,1.829734551197182
103,4,1,1,6,7,39.608, this, i,1,1,0.7082985989093267,1.295311320724366,1.3028261604816522,-0.007514839757286174,3.399899091873915,3.4081523814853445,-0.008253289611429349,0.8329771625145175,0.6527123176439,0.835053390549847,1.9928608595988184
104,1,2,1,7,7,39.791, i, showed,1,0,0.627019709532407,1.3028261604816522,1.3383821370830726,-0.0355559766014204,3.4081523814853445,3.6787324610588708,-0.27058007957352626,0.7092587073438622,0.6120748543543262,0.9354029935406434,1.9651144904105078
105,2,3,1,7,7,40.103, showed,$ my,1,0,0.5865477742129173,1.3383821370830726,1.330772868641128,0.00760926844194465,3.6787324610588708,3.6123326141681806,0.06639984689069012,0.8907836244719702,0.4188097272745115,0.7603759401463616,2.331164380406803
106,3,4,1,7,7,40.273,$ my, masterpiece,1,0,0.5682649497912083,1.330772868641128,1.3371556646987666,-0.0063827960576385845,3.6123326141681806,3.643551680729291,-0.03121906656111051,0.713837578627259,0.5504375974223985,0.9061539006804836,2.0136687668509072
107,4,5,1,7,7,40.943, masterpiece, to,1,0,0.7306679164070182,1.3371556646987666,1.311039317863965,0.026116346834801574,3.643551680729291,3.4785424086487033,0.1650092720805878,0.8650952443581947,0.5940480270563506,0.8974985608395861,2.0494139789525367
108,5,6,1,7,7,41.053, to, the,1,0,0.4039509408049712,1.311039317863965,1.3266959806093166,-0.0156566627453516,3.4785424086487033,3.5910717825843927,-0.1125293739356894,0.5423492104842894,0.3675431445423437,0.7602086456121502,1.9679791520913221
