subject,run,hemi,K,r2
sub-EN087,17,L,40,0.9692121937506651
sub-EN087,17,L,60,0.9823249652474492
sub-EN087,17,L,80,0.9904799683341345
sub-EN087,17,L,100,0.9958847050006722
sub-EN087,17,L,120,1.0
sub-EN087,17,R,1,0.813843241535045
sub-EN087,17,R,2,0.8200351487705375
sub-EN087,17,R,3,0.8302325103965144
sub-EN087,17,R,5,0.8962091144086325
sub-EN087,17,R,10,0.9208312366592828
sub-EN087,17,R,20,0.9508702620948821
sub-EN087,17,R,40,0.9679238228796437
sub-EN087,17,R,60,0.9795287717055327
sub-EN087,17,R,80,0.9895269087151454
sub-EN087,17,R,100,0.9952359068835874
sub-EN087,17,R,120,1.0
sub-EN087,18,L,1,0.8348539733942327
sub-EN087,18,L,2,0.8371752496200768
sub-EN087,18,L,3,0.8558774423256457
sub-EN087,18,L,5,0.9035517121748277
sub-EN087,18,L,10,0.9226497131512953
sub-EN087,18,L,20,0.9504836005764823
sub-EN087,18,L,40,0.9670036038454505
sub-EN087,18,L,60,0.9806194143541817
sub-EN087,18,L,80,0.989977609829184
sub-EN087,18,L,100,0.9954376157346517
sub-EN087,18,L,120,1.0
sub-EN087,18,R,1,0.8157894089545431
sub-EN087,18,R,2,0.8179523461253938
sub-EN087,18,R,3,0.82761190698794
sub-EN087,18,R,5,0.8929536948108975
sub-EN087,18,R,10,0.9172389734135192
sub-EN087,18,R,20,0.9477254886121276
sub-EN087,18,R,40,0.9663816623083035
sub-EN087,18,R,60,0.9776684908141342
sub-EN087,18,R,80,0.9884710954091932
sub-EN087,18,R,100,0.9949561652049724
sub-EN087,18,R,120,1.0
sub-EN087,7,L,1,0.7967192289911125
sub-EN087,7,L,2,0.8049352772578123
sub-EN087,7,L,3,0.8336443870800486
sub-EN087,7,L,5,0.8902270104463689
sub-EN087,7,L,10,0.9151483987816544
sub-EN087,7,L,20,0.9449397080986495
sub-EN087,7,L,40,0.9626882471134037
sub-EN087,7,L,60,0.9775813590249839
sub-EN087,7,L,80,0.9874884004129283
sub-EN087,7,L,100,0.9947171370836523
sub-EN087,7,L,120,1.0
sub-EN087,7,R,1,0.7591940310512761
sub-EN087,7,R,2,0.7680509527751118
sub-EN087,7,R,3,0.7898330975066743
sub-EN087,7,R,5,0.8647637355712342
sub-EN087,7,R,10,0.8998335407251165
sub-EN087,7,R,20,0.9347460748992141
sub-EN087,7,R,40,0.9589851941670516
sub-EN087,7,R,60,0.9732622230293752
sub-EN087,7,R,80,0.9858298828315278
sub-EN087,7,R,100,0.9934773571304808
sub-EN087,7,R,120,1.0
sub-EN087,8,L,1,0.8223361500196052
sub-EN087,8,L,2,0.8306612706439869
sub-EN087,8,L,3,0.8524368631556484
sub-EN087,8,L,5,0.9025040427643637
sub-EN087,8,L,10,0.9244627408771835
sub-EN087,8,L,20,0.9511056603983187
sub-EN087,8,L,40,0.9676891418095225
sub-EN087,8,L,60,0.9810526719396929
sub-EN087,8,L,80,0.9898558741574912
sub-EN087,8,L,100,0.9954091830334472
sub-EN087,8,L,120,1.0
sub-EN087,8,R,1,0.8030735168582698
sub-EN087,8,R,2,0.8127432015662921
sub-EN087,8,R,3,0.8246246573299483
sub-EN087,8,R,5,0.8917417456305193
sub-EN087,8,R,10,0.9182774172661275
sub-EN087,8,R,20,0.9489665639858503
sub-EN087,8,R,40,0.9682511682022914
sub-EN087,8,R,60,0.9793029446098583
sub-EN087,8,R,80,0.9887726475749529
sub-EN087,8,R,100,0.9945591204542685
sub-EN087,8,R,120,1.0
sub-EN087,9,L,1,0.8145377726377669
sub-EN087,9,L,2,0.8231384642216965
sub-EN087,9,L,3,0.847436759731937
sub-EN087,9,L,5,0.8979693777581361
sub-EN087,9,L,10,0.9231179410502164
sub-EN087,9,L,20,0.9488328253964211
sub-EN087,9,L,40,0.9667330536918729
sub-EN087,9,L,60,0.9803651715589495
sub-EN087,9,L,80,0.9887133705572102
sub-EN087,9,L,100,0.9950768716800497
sub-EN087,9,L,120,1.0
sub-EN087,9,R,1,0.8011815840741269
sub-EN087,9,R,2,0.8061260483482668
sub-EN087,9,R,3,0.8185165108412746
sub-EN087,9,R,5,0.8839195434553406
sub-EN087,9,R,10,0.9132849800974892
sub-EN087,9,R,20,0.9447924923528227
sub-EN087,9,R,40,0.9660070006301925
sub-EN087,9,R,60,0.9777807266100348
sub-EN087,9,R,80,0.987564649585472
sub-EN087,9,R,100,0.9938974335437135
sub-EN087,9,R,120,1.0
sub-EN088,10,L,1,0.8403011191646949
sub-EN088,10,L,2,0.8426948479358167
sub-EN088,10,L,3,0.8583928228929766
sub-EN088,10,L,5,0.9052522596523603
sub-EN088,10,L,10,0.9253774016272878
sub-EN088,10,L,20,0.952067450361537
sub-EN088,10,L,40,0.9679478035526954
sub-EN088,10,L,60,0.9813198451627367
sub-EN088,10,L,80,0.9901083847762243
sub-EN088,10,L,100,0.9952346681776784
sub-EN088,10,L,120,1.0
sub-EN088,10,R,1,0.8271892310286351
sub-EN088,10,R,2,0.8294398513863027
sub-EN088,10,R,3,0.8375438582069287
sub-EN088,10,R,5,0.9000471252014407
sub-EN088,10,R,10,0.9247242916205687
sub-EN088,10,R,20,0.9528685370631302
sub-EN088,10,R,40,0.9699775182528727
sub-EN088,10,R,60,0.9809324412278594
sub-EN088,10,R,80,0.9903064650836216
sub-EN088,10,R,100,0.9956270544688658
sub-EN088,10,R,120,1.0
sub-EN088,11,L,1,0.8284308113641491
sub-EN088,11,L,2,0.8318731417923578
sub-EN088,11,L,3,0.8488793817898111
sub-EN088,11,L,5,0.8977852064416167
sub-EN088,11,L,10,0.9180434435010363
sub-EN088,11,L,20,0.9457146136600552
sub-EN088,11,L,40,0.9638462675522124
sub-EN088,11,L,60,0.9785841429377322
sub-EN088,11,L,80,0.9886936692256809
sub-EN088,11,L,100,0.9946721709888685
sub-EN088,11,L,120,1.0
sub-EN088,11,R,1,0.8072704048778586
sub-EN088,11,R,2,0.8114818848749711
sub-EN088,11,R,3,0.8192995675252204
sub-EN088,11,R,5,0.8866127300649661
sub-EN088,11,R,10,0.9122651215213555
sub-EN088,11,R,20,0.9436774206646624
sub-EN088,11,R,40,0.9654793561225072
sub-EN088,11,R,60,0.9779939344837439
sub-EN088,11,R,80,0.9885484815227927
sub-EN088,11,R,100,0.99481161631624
sub-EN088,11,R,120,1.0
sub-EN088,12,L,1,0.8229167340876721
sub-EN088,12,L,2,0.8273033889610363
sub-EN088,12,L,3,0.8424999389866813
sub-EN088,12,L,5,0.8904695013717099
sub-EN088,12,L,10,0.9125245351091908
sub-EN088,12,L,20,0.9406759133933571
sub-EN088,12,L,40,0.9611753692081482
sub-EN088,12,L,60,0.9771332761155311
sub-EN088,12,L,80,0.9881506102652114
sub-EN088,12,L,100,0.9942094912124909
sub-EN088,12,L,120,1.0
sub-EN088,12,R,1,0.8079149269397137
sub-EN088,12,R,2,0.8121396460884389
sub-EN088,12,R,3,0.8210508262007087
sub-EN088,12,R,5,0.8850742978872197
sub-EN088,12,R,10,0.9109656795052719
sub-EN088,12,R,20,0.9425118972229735
sub-EN088,12,R,40,0.9639301533976553
sub-EN088,12,R,60,0.9771107055323952
sub-EN088,12,R,80,0.9881462263248099
sub-EN088,12,R,100,0.9946118307413143
sub-EN088,12,R,120,1.0
sub-EN088,13,L,1,0.816211574067082
sub-EN088,13,L,2,0.8205412509260099
sub-EN088,13,L,3,0.8406586054977442
sub-EN088,13,L,5,0.891181392095528
sub-EN088,13,L,10,0.9148868926350479
sub-EN088,13,L,20,0.9462801123205387
sub-EN088,13,L,40,0.9645128746026069
sub-EN088,13,L,60,0.9789113600845982
sub-EN088,13,L,80,0.9886483596275197
sub-EN088,13,L,100,0.9950216935712424
sub-EN088,13,L,120,1.0
sub-EN088,13,R,1,0.7973933666254233
sub-EN088,13,R,2,0.8024099313266898
sub-EN088,13,R,3,0.812269880136246
sub-EN088,13,R,5,0.8846329043807148
sub-EN088,13,R,10,0.9105047315003528
sub-EN088,13,R,20,0.94473006769743
sub-EN088,13,R,40,0.9656774098619478
sub-EN088,13,R,60,0.9783221122833696
sub-EN088,13,R,80,0.9888334595626738
sub-EN088,13,R,100,0.9946137256019126
sub-EN088,13,R,120,1.0
sub-EN088,14,L,1,0.8329830398761187
sub-EN088,14,L,2,0.8365972001152425
sub-EN088,14,L,3,0.8526382508276196
sub-EN088,14,L,5,0.9006555621659704
sub-EN088,14,L,10,0.9216620774384374
sub-EN088,14,L,20,0.948743442361128
sub-EN088,14,L,40,0.9655319779647477
sub-EN088,14,L,60,0.9799055335511281
sub-EN088,14,L,80,0.9895911765184081
sub-EN088,14,L,100,0.9949356436015334
sub-EN088,14,L,120,1.0
sub-EN088,14,R,1,0.8167890069632917
sub-EN088,14,R,2,0.8214889555123494
sub-EN088,14,R,3,0.8289822408588483
sub-EN088,14,R,5,0.8939736240186414
sub-EN088,14,R,10,0.9194647291414685
sub-EN088,14,R,20,0.9488024414027169
sub-EN088,14,R,40,0.9679057981344266
sub-EN088,14,R,60,0.9798552133361715
sub-EN088,14,R,80,0.9895337208215838
sub-EN088,14,R,100,0.9949801505881561
sub-EN088,14,R,120,1.0
sub-EN088,6,L,1,0.849830089577829
sub-EN088,6,L,2,0.8520365770602606
sub-EN088,6,L,3,0.8678450323745316
sub-EN088,6,L,5,0.9140453406013549
sub-EN088,6,L,10,0.9318607796822761
sub-EN088,6,L,20,0.9557859192775916
sub-EN088,6,L,40,0.9700241060320629
sub-EN088,6,L,60,0.9826125520048947
sub-EN088,6,L,80,0.9910074103291643
sub-EN088,6,L,100,0.9956318729137641
sub-EN088,6,L,120,1.0
sub-EN088,6,R,1,0.8317910993386466
sub-EN088,6,R,2,0.8342946557214567
sub-EN088,6,R,3,0.841336121098011
sub-EN088,6,R,5,0.9027646046546112
sub-EN088,6,R,10,0.9270792778920989
sub-EN088,6,R,20,0.954751909731213
sub-EN088,6,R,40,0.9710993554680148
sub-EN088,6,R,60,0.9816124037182584
sub-EN088,6,R,80,0.9906232128584121
sub-EN088,6,R,100,0.9953693180952276
sub-EN088,6,R,120,1.0
sub-EN088,7,L,1,0.8386270228620278
sub-EN088,7,L,2,0.8417065711294525
sub-EN088,7,L,3,0.8579302366620545
sub-EN088,7,L,5,0.9072243246039235
sub-EN088,7,L,10,0.9265495978791388
sub-EN088,7,L,20,0.952093442817077
sub-EN088,7,L,40,0.9676322146530083
sub-EN088,7,L,60,0.980956469404228
sub-EN088,7,L,80,0.9898880129721666
sub-EN088,7,L,100,0.9951568936617196
sub-EN088,7,L,120,1.0
sub-EN088,7,R,1,0.8204815041651953
sub-EN088,7,R,2,0.8252839152366368
sub-EN088,7,R,3,0.8329079096340606
sub-EN088,7,R,5,0.8969086389076223
sub-EN088,7,R,10,0.9210278486153749
sub-EN088,7,R,20,0.9498931824524184
sub-EN088,7,R,40,0.9682360570517512
sub-EN088,7,R,60,0.9796574811270962
sub-EN088,7,R,80,0.9892356818280623
sub-EN088,7,R,100,0.995066860637529
sub-EN088,7,R,120,1.0
sub-EN088,8,L,1,0.8137823609004357
sub-EN088,8,L,2,0.8243659711057421
sub-EN088,8,L,3,0.8461298700380445
sub-EN088,8,L,5,0.8972008908943602
sub-EN088,8,L,10,0.9187970866130065
sub-EN088,8,L,20,0.9464484714390208
sub-EN088,8,L,40,0.9639286217717971
sub-EN088,8,L,60,0.9778906294001702
sub-EN088,8,L,80,0.9872699934401136
sub-EN088,8,L,100,0.9940546494796375
sub-EN088,8,L,120,1.0
sub-EN088,8,R,1,0.7960913881758457
sub-EN088,8,R,2,0.8071000700654458
sub-EN088,8,R,3,0.8171734768735921
sub-EN088,8,R,5,0.8865955846520014
sub-EN088,8,R,10,0.9133841500511141
sub-EN088,8,R,20,0.9447814951067434
sub-EN088,8,R,40,0.9640675701657795
sub-EN088,8,R,60,0.9769817352686048
sub-EN088,8,R,80,0.987386661585092
sub-EN088,8,R,100,0.9936394161676185
sub-EN088,8,R,120,1.0
sub-EN088,9,L,1,0.8294486757580982
sub-EN088,9,L,2,0.8322117566032025
sub-EN088,9,L,3,0.8505399858535059
sub-EN088,9,L,5,0.8987106760559762
sub-EN088,9,L,10,0.9192529564795096
sub-EN088,9,L,20,0.9463716120308914
sub-EN088,9,L,40,0.96432996843196
sub-EN088,9,L,60,0.9784675911013612
sub-EN088,9,L,80,0.988869737503702
sub-EN088,9,L,100,0.9949895788132446
sub-EN088,9,L,120,1.0
sub-EN088,9,R,1,0.8066313529448071
sub-EN088,9,R,2,0.8094703641403574
sub-EN088,9,R,3,0.8186643114093104
sub-EN088,9,R,5,0.8868634158975479
sub-EN088,9,R,10,0.9153936886095392
sub-EN088,9,R,20,0.9463376398727504
sub-EN088,9,R,40,0.9662271694693934
sub-EN088,9,R,60,0.9779764831238222
sub-EN088,9,R,80,0.9886618360840642
sub-EN088,9,R,100,0.9948593616068747
sub-EN088,9,R,120,1.0
sub-EN089,10,L,1,0.8131048527241758
sub-EN089,10,L,2,0.8178218180635344
sub-EN089,10,L,3,0.8379659445190528
sub-EN089,10,L,5,0.8935798295512207
sub-EN089,10,L,10,0.9161368706306824
sub-EN089,10,L,20,0.9466799170362815
sub-EN089,10,L,40,0.9646656817968988
sub-EN089,10,L,60,0.9781940281541432
sub-EN089,10,L,80,0.9885111294183956
sub-EN089,10,L,100,0.99433963684832
sub-EN089,10,L,120,1.0
sub-EN089,10,R,1,0.8057926306891362
sub-EN089,10,R,2,0.8090156570260636
sub-EN089,10,R,3,0.8174674787823727
sub-EN089,10,R,5,0.8895255598342563
sub-EN089,10,R,10,0.9152781617723939
sub-EN089,10,R,20,0.9455101902374071
sub-EN089,10,R,40,0.9652070950801825
sub-EN089,10,R,60,0.9769386500296782
sub-EN089,10,R,80,0.9878530160287416
sub-EN089,10,R,100,0.9939104011317457
sub-EN089,10,R,120,1.0
sub-EN089,11,L,1,0.8059711868418482
sub-EN089,11,L,2,0.811568597214795
sub-EN089,11,L,3,0.8318500198580909
sub-EN089,11,L,5,0.8814093883537735
sub-EN089,11,L,10,0.9081671301570101
sub-EN089,11,L,20,0.9407603978206044
sub-EN089,11,L,40,0.9614129963855652
sub-EN089,11,L,60,0.9766849908761818
sub-EN089,11,L,80,0.9875926232500384
sub-EN089,11,L,100,0.9941606716364685
sub-EN089,11,L,120,1.0
sub-EN089,11,R,1,0.7965219871005169
sub-EN089,11,R,2,0.8015005792198888
sub-EN089,11,R,3,0.8113028311864011
sub-EN089,11,R,5,0.8765238627384153
sub-EN089,11,R,10,0.9049005767651438
sub-EN089,11,R,20,0.9400986653989621
sub-EN089,11,R,40,0.962154778588989
sub-EN089,11,R,60,0.9758790440253414
sub-EN089,11,R,80,0.9869792369762054
sub-EN089,11,R,100,0.9941502057186853
sub-EN089,11,R,120,1.0
sub-EN089,12,L,1,0.8380444731031323
sub-EN089,12,L,2,0.8407941888664285
sub-EN089,12,L,3,0.8580193756133266
sub-EN089,12,L,5,0.9078264893924084
sub-EN089,12,L,10,0.9267690071436864
sub-EN089,12,L,20,0.9530681397228864
sub-EN089,12,L,40,0.9673919248401179
sub-EN089,12,L,60,0.9808380822266737
sub-EN089,12,L,80,0.9903609124615901
sub-EN089,12,L,100,0.9953223554166948
sub-EN089,12,L,120,1.0
sub-EN089,12,R,1,0.8255914481783715
sub-EN089,12,R,2,0.827735021426816
sub-EN089,12,R,3,0.8352886420319087
sub-EN089,12,R,5,0.9001643374848847
sub-EN089,12,R,10,0.9232641250548098
sub-EN089,12,R,20,0.9518976726176049
sub-EN089,12,R,40,0.9682598531507368
sub-EN089,12,R,60,0.9796791453647689
sub-EN089,12,R,80,0.9892991716441754
sub-EN089,12,R,100,0.9946627471364125
sub-EN089,12,R,120,1.0
sub-EN089,13,L,1,0.8394202411670413
sub-EN089,13,L,2,0.8423416328092629
sub-EN089,13,L,3,0.8597120067222579
sub-EN089,13,L,5,0.9115251462373092
sub-EN089,13,L,10,0.9305258385333868
sub-EN089,13,L,20,0.9556086601974431
sub-EN089,13,L,40,0.9701689211287785
sub-EN089,13,L,60,0.9823050756190135
sub-EN089,13,L,80,0.9907236447865375
sub-EN089,13,L,100,0.9953590019486889
sub-EN089,13,L,120,1.0
sub-EN089,13,R,1,0.8247503406932287
sub-EN089,13,R,2,0.8268966462449295
sub-EN089,13,R,3,0.8347800615275435
sub-EN089,13,R,5,0.9014221962473465
sub-EN089,13,R,10,0.9240070913725741
sub-EN089,13,R,20,0.9525015032684998
sub-EN089,13,R,40,0.9690799974710771
sub-EN089,13,R,60,0.9799816375366494
sub-EN089,13,R,80,0.989705749181433
sub-EN089,13,R,100,0.9949648705591104
sub-EN089,13,R,120,1.0
sub-EN089,14,L,1,0.8305085839916815
sub-EN089,14,L,2,0.8330996893810849
sub-EN089,14,L,3,0.8500752601469117
sub-EN089,14,L,5,0.899885578909776
sub-EN089,14,L,10,0.9194166107463636
sub-EN089,14,L,20,0.9471806303513988
sub-EN089,14,L,40,0.9636917266721113
sub-EN089,14,L,60,0.9776689695839076
sub-EN089,14,L,80,0.9883098614758432
sub-EN089,14,L,100,0.9943501130050973
sub-EN089,14,L,120,1.0
sub-EN089,14,R,1,0.8205650951308391
sub-EN089,14,R,2,0.8225681187393065
sub-EN089,14,R,3,0.8304565482819867
sub-EN089,14,R,5,0.8959872830449681
sub-EN089,14,R,10,0.9191939661942664
sub-EN089,14,R,20,0.948237907381649
sub-EN089,14,R,40,0.9663552737783744
sub-EN089,14,R,60,0.9784015571466466
sub-EN089,14,R,80,0.9883232237570267
sub-EN089,14,R,100,0.9944402244435614
sub-EN089,14,R,120,1.0
sub-EN089,6,L,1,0.8232862523467711
sub-EN089,6,L,2,0.8301111361171609
sub-EN089,6,L,3,0.8497865319018193
sub-EN089,6,L,5,0.9017574401759966
sub-EN089,6,L,10,0.9236645056173888
sub-EN089,6,L,20,0.9499486044597689
sub-EN089,6,L,40,0.9656165262780999
sub-EN089,6,L,60,0.9786361836116426
sub-EN089,6,L,80,0.9890288256060179
sub-EN089,6,L,100,0.9946167135495692
sub-EN089,6,L,120,1.0
sub-EN089,6,R,1,0.8080122691774592
sub-EN089,6,R,2,0.8134479358434982
sub-EN089,6,R,3,0.8221775814399794
sub-EN089,6,R,5,0.8938482984737807
sub-EN089,6,R,10,0.9171706381468174
sub-EN089,6,R,20,0.9482190041989925
sub-EN089,6,R,40,0.9664360696627994
sub-EN089,6,R,60,0.9779473410488405
sub-EN089,6,R,80,0.9887077094842569
sub-EN089,6,R,100,0.9947887985995354
sub-EN089,6,R,120,1.0
sub-EN089,7,L,1,0.8187444383236722
sub-EN089,7,L,2,0.8252052068396354
sub-EN089,7,L,3,0.8417564087300685
sub-EN089,7,L,5,0.8940746267241279
sub-EN089,7,L,10,0.9157570593859042
sub-EN089,7,L,20,0.9455538797721723
sub-EN089,7,L,40,0.9634038434058508
sub-EN089,7,L,60,0.9776785629168784
sub-EN089,7,L,80,0.9881875579475394
sub-EN089,7,L,100,0.9942365922975867
sub-EN089,7,L,120,1.0
sub-EN089,7,R,1,0.8019796050954618
sub-EN089,7,R,2,0.8072385749337725
sub-EN089,7,R,3,0.8151487902171146
sub-EN089,7,R,5,0.8873519089522786
sub-EN089,7,R,10,0.9130820475206249
sub-EN089,7,R,20,0.9459694992752443
sub-EN089,7,R,40,0.9642844898194035
sub-EN089,7,R,60,0.9768946281015044
sub-EN089,7,R,80,0.9879285016733854
sub-EN089,7,R,100,0.9942145297125182
sub-EN089,7,R,120,1.0
sub-EN089,8,L,1,0.8033634733341911
sub-EN089,8,L,2,0.8090705425873044
sub-EN089,8,L,3,0.8299286939370967
sub-EN089,8,L,5,0.8836225622964564
sub-EN089,8,L,10,0.9096319773799584
sub-EN089,8,L,20,0.9415177485890902
sub-EN089,8,L,40,0.9608785491416538
sub-EN089,8,L,60,0.9757069489171669
sub-EN089,8,L,80,0.9872125177114348
sub-EN089,8,L,100,0.993974962385405
sub-EN089,8,L,120,1.0
sub-EN089,8,R,1,0.792986918016684
sub-EN089,8,R,2,0.7981873547886299
sub-EN089,8,R,3,0.807410159188413
sub-EN089,8,R,5,0.8801575082176669
sub-EN089,8,R,10,0.907995480189804
sub-EN089,8,R,20,0.9422803100716179
sub-EN089,8,R,40,0.9630271212117766
sub-EN089,8,R,60,0.9760020219065778
sub-EN089,8,R,80,0.9874607256523528
sub-EN089,8,R,100,0.9943216425750936
sub-EN089,8,R,120,1.0
sub-EN089,9,L,1,0.828896802085558
sub-EN089,9,L,2,0.8335014329897111
sub-EN089,9,L,3,0.8505870195622744
sub-EN089,9,L,5,0.9013193442242934
sub-EN089,9,L,10,0.9221122343482172
sub-EN089,9,L,20,0.9500781263035188
sub-EN089,9,L,40,0.9661085158470322
sub-EN089,9,L,60,0.9793169634074708
sub-EN089,9,L,80,0.9892276726726337
sub-EN089,9,L,100,0.9949713065687278
sub-EN089,9,L,120,1.0
sub-EN089,9,R,1,0.8173538376617852
sub-EN089,9,R,2,0.8203623049383436
sub-EN089,9,R,3,0.8293410409427215
sub-EN089,9,R,5,0.8961855150257116
sub-EN089,9,R,10,0.9205684065085602
sub-EN089,9,R,20,0.9508618141736012
sub-EN089,9,R,40,0.9676565750734627
sub-EN089,9,R,60,0.9795244851688162
sub-EN089,9,R,80,0.9892000039391577
sub-EN089,9,R,100,0.9947982960611426
sub-EN089,9,R,120,1.0
sub-EN091,10,L,1,0.7450311376844766
sub-EN091,10,L,2,0.7618123692281115
sub-EN091,10,L,3,0.7897387866311337
sub-EN091,10,L,5,0.8400322294368634
sub-EN091,10,L,10,0.8856054148816621
sub-EN091,10,L,20,0.9244510779589338
sub-EN091,10,L,40,0.9514380891984336
sub-EN091,10,L,60,0.9709155658032779
sub-EN091,10,L,80,0.9836254796139667
sub-EN091,10,L,100,0.9917680048219564
sub-EN091,10,L,120,1.0
sub-EN091,10,R,1,0.7304467261420691
sub-EN091,10,R,2,0.7435409814909373
sub-EN091,10,R,3,0.763287319000446
sub-EN091,10,R,5,0.8327659959622169
sub-EN091,10,R,10,0.8830661698687358
sub-EN091,10,R,20,0.9246381519073136
sub-EN091,10,R,40,0.9521472045722698
sub-EN091,10,R,60,0.9680210182951914
sub-EN091,10,R,80,0.9823073606185245
sub-EN091,10,R,100,0.9925170609041707
sub-EN091,10,R,120,1.0
sub-EN091,11,L,1,0.8057725756613653
sub-EN091,11,L,2,0.8150665953913742
sub-EN091,11,L,3,0.8380283453026691
sub-EN091,11,L,5,0.8918788397057726
sub-EN091,11,L,10,0.9143930278258792
sub-EN091,11,L,20,0.9441583319044916
sub-EN091,11,L,40,0.965165658172388
sub-EN091,11,L,60,0.979556287628046
sub-EN091,11,L,80,0.9889504668838188
sub-EN091,11,L,100,0.9947821673227449
sub-EN091,11,L,120,1.0
sub-EN091,11,R,1,0.794220596887883
sub-EN091,11,R,2,0.8047622933983761
sub-EN091,11,R,3,0.818416936811453
sub-EN091,11,R,5,0.8852647235958846
sub-EN091,11,R,10,0.9125429186030815
sub-EN091,11,R,20,0.9471190245987798
sub-EN091,11,R,40,0.9674609859094316
sub-EN091,11,R,60,0.9792044326331737
sub-EN091,11,R,80,0.9892556024336194
sub-EN091,11,R,100,0.9953008665047693
sub-EN091,11,R,120,1.0
sub-EN091,12,L,1,0.7656510493454877
sub-EN091,12,L,2,0.7873556821784767
sub-EN091,12,L,3,0.8177520031977087
sub-EN091,12,L,5,0.8754234555944292
sub-EN091,12,L,10,0.9029197541787528
sub-EN091,12,L,20,0.9369138141333534
sub-EN091,12,L,40,0.9583415304445034
sub-EN091,12,L,60,0.9751146451765688
sub-EN091,12,L,80,0.9866517349001046
sub-EN091,12,L,100,0.9931533377903836
sub-EN091,12,L,120,1.0
sub-EN091,12,R,1,0.7389443930740225
sub-EN091,12,R,2,0.7719553380437855
sub-EN091,12,R,3,0.7903695068729453
sub-EN091,12,R,5,0.8664418159910421
sub-EN091,12,R,10,0.8989888012408354
sub-EN091,12,R,20,0.9367382160821212
sub-EN091,12,R,40,0.9600883670868967
sub-EN091,12,R,60,0.9750602708977771
sub-EN091,12,R,80,0.9862551544643046
sub-EN091,12,R,100,0.9940214283075739
sub-EN091,12,R,120,1.0
sub-EN091,13,L,1,0.7601685898739684
sub-EN091,13,L,2,0.7680428533031538
sub-EN091,13,L,3,0.8076724796012926
sub-EN091,13,L,5,0.8696664206415075
sub-EN091,13,L,10,0.8988758745126653
sub-EN091,13,L,20,0.9345534978671379
sub-EN091,13,L,40,0.958690284745309
sub-EN091,13,L,60,0.9741790867679654
sub-EN091,13,L,80,0.9865121246326327
sub-EN091,13,L,100,0.9935078008127289
sub-EN091,13,L,120,1.0
sub-EN091,13,R,1,0.7457431583864531
sub-EN091,13,R,2,0.7544224109490691
sub-EN091,13,R,3,0.7795531824581227
sub-EN091,13,R,5,0.8594359794673546
sub-EN091,13,R,10,0.8918725682759396
sub-EN091,13,R,20,0.9377976749086863
sub-EN091,13,R,40,0.9617675079897889
sub-EN091,13,R,60,0.975910827883927
sub-EN091,13,R,80,0.9870384705361508
sub-EN091,13,R,100,0.9943766797964573
sub-EN091,13,R,120,1.0
sub-EN091,14,L,1,0.7586319455351787
sub-EN091,14,L,2,0.7767673853864657
sub-EN091,14,L,3,0.8107637984500599
sub-EN091,14,L,5,0.8750539713926189
sub-EN091,14,L,10,0.9008927794182048
sub-EN091,14,L,20,0.9378711533585586
sub-EN091,14,L,40,0.9598389951692999
sub-EN091,14,L,60,0.9770608718932969
sub-EN091,14,L,80,0.9875173051116842
sub-EN091,14,L,100,0.9937368111865442
sub-EN091,14,L,120,1.0
sub-EN091,14,R,1,0.7476987164456685
sub-EN091,14,R,2,0.7698432501229024
sub-EN091,14,R,3,0.7918764475312491
sub-EN091,14,R,5,0.8711216984666795
sub-EN091,14,R,10,0.9008941322902758
sub-EN091,14,R,20,0.9397570070085537
sub-EN091,14,R,40,0.9631222483192047
sub-EN091,14,R,60,0.9769681695932524
sub-EN091,14,R,80,0.9877869526365808
sub-EN091,14,R,100,0.9947924724443346
sub-EN091,14,R,120,1.0
sub-EN091,15,L,1,0.7571224114890891
sub-EN091,15,L,2,0.7789078707003215
sub-EN091,15,L,3,0.812599916427857
sub-EN091,15,L,5,0.8663511924676844
sub-EN091,15,L,10,0.8968219446444368
sub-EN091,15,L,20,0.9341324860029199
sub-EN091,15,L,40,0.9582016356430999
sub-EN091,15,L,60,0.9744712016405213
sub-EN091,15,L,80,0.9854754300942077
sub-EN091,15,L,100,0.9929348540389612
sub-EN091,15,L,120,1.0
sub-EN091,15,R,1,0.7390000601940647
sub-EN091,15,R,2,0.7656622509637373
sub-EN091,15,R,3,0.7873845565218168
sub-EN091,15,R,5,0.8620199563335644
sub-EN091,15,R,10,0.8937065861110433
sub-EN091,15,R,20,0.9353292737914203
sub-EN091,15,R,40,0.9612231934194616
sub-EN091,15,R,60,0.975818074716483
sub-EN091,15,R,80,0.9870057875514898
sub-EN091,15,R,100,0.9945393494732693
sub-EN091,15,R,120,1.0
sub-EN091,7,L,1,0.8421649691427869
sub-EN091,7,L,2,0.8449060913713302
sub-EN091,7,L,3,0.8622354688408257
sub-EN091,7,L,5,0.911266103683477
sub-EN091,7,L,10,0.929739882690776
sub-EN091,7,L,20,0.9553509765845369
sub-EN091,7,L,40,0.9698315962486174
sub-EN091,7,L,60,0.982208429569267
sub-EN091,7,L,80,0.9906108325196836
sub-EN091,7,L,100,0.9954800290535781
sub-EN091,7,L,120,1.0
sub-EN091,7,R,1,0.826005673816295
sub-EN091,7,R,2,0.8327733424363973
sub-EN091,7,R,3,0.841153422542072
sub-EN091,7,R,5,0.9045485251840175
sub-EN091,7,R,10,0.9269786577550555
sub-EN091,7,R,20,0.956008170174538
sub-EN091,7,R,40,0.9713931666259791
sub-EN091,7,R,60,0.9821199903473241
