subject,run,hemi,mode_k,beta,p
sub-EN057,16,L,93,-0.551596425852823,0.020519887503651
sub-EN057,16,L,94,-0.090879049588556,0.0185722020949965
sub-EN057,16,L,95,-0.1120273553267249,7.704220117475953e-06
sub-EN057,16,L,96,-0.4214760344068429,0.0185971181773379
sub-EN057,16,L,97,-0.5758941502658422,0.039995378376738
sub-EN057,16,L,98,-0.278943711796158,0.0143179257712242
sub-EN057,16,L,99,0.0416682679337529,0.0140211113624536
sub-EN057,16,L,100,-0.111798184894048,0.0028740692332378
sub-EN057,16,L,101,-0.9824130664494232,0.0481100215686701
sub-EN057,16,L,102,-0.3062923893686585,0.0484836754140064
sub-EN057,16,L,103,-0.4180723739209407,3.95695325055888e-16
sub-EN057,16,L,104,-0.1967477924897783,2.860561974936901e-12
sub-EN057,16,L,105,-1.016236300725964,0.0296420832677192
sub-EN057,16,L,106,-0.0912728130957927,0.280400078443389
sub-EN057,16,L,107,-0.3233350331791225,2.2865292805587857e-08
sub-EN057,16,L,108,-0.1853774548560715,0.0198958705770406
sub-EN057,16,L,109,-0.1248440178345953,1.8898646561131613e-06
sub-EN057,16,L,110,-0.0355051978611183,0.2078532259344849
sub-EN057,16,L,111,-0.962861833046625,0.0376488627813097
sub-EN057,16,L,112,-1.260384345932904,0.048336573776902
sub-EN057,16,L,113,-0.0777335474913422,5.108919225431766e-05
sub-EN057,16,L,114,-0.0022291140741124,0.9129139998257032
sub-EN057,16,L,115,-0.1546157405666834,1.3293988419204198e-07
sub-EN057,16,L,116,-0.1703767012044163,1.727280816080077e-07
sub-EN057,16,L,117,-0.31487720124323,2.2108875412754432e-09
sub-EN057,16,L,118,0.00711402499063,0.605520102606723
sub-EN057,16,L,119,-0.986552585555125,4.096896439133639e-08
sub-EN057,16,R,0,-2078.7017543013253,0.0448253049880698
sub-EN057,16,R,1,-1.3665665527820012,9.6872421623875e-06
sub-EN057,16,R,2,-15.498671732637147,0.0639441118951286
sub-EN057,16,R,3,-166.40019273968605,0.0440664203708797
sub-EN057,16,R,4,-5.37969242567881,0.0182969310152638
sub-EN057,16,R,5,-2.9585156852270047,6.225796373351346e-25
sub-EN057,16,R,6,-20.001721081759456,0.0399781747778036
sub-EN057,16,R,7,-1.4687383182753024,0.1016305040379146
sub-EN057,16,R,8,-25.64940956941353,0.0396995853068191
sub-EN057,16,R,9,-0.5937245838830247,0.0106698183753967
sub-EN057,16,R,10,-3.4404443149273805,0.0350309190768191
sub-EN057,16,R,11,-16.921011049059047,0.0466524146156284
sub-EN057,16,R,12,-5.132288943517308,0.0565938278053148
sub-EN057,16,R,13,-3.2438742079586302,0.0543033138460576
sub-EN057,16,R,14,-11.284889062705602,0.0479022747840455
