metric,hemi,mode_k,beta_mean,beta_sem,N_subj,t,p,lam,sig_q05
boundary,R,108,-0.08495652666561973,0.0071075148913210566,49,-11.953056443027595,5.381002075059925e-16,0.0205841325223445,1
boundary,R,109,-0.012561775715282393,0.0028801527760464137,49,-4.36149631358304,6.811795397305478e-05,0.0207765027880668,1
boundary,R,110,-0.5376324881230229,0.020709804435529507,49,-25.960288026702308,6.594684690389386e-30,0.0210340023040771,1
boundary,R,111,-1.4109312756821093,0.03753471564917239,49,-37.59003501904028,2.9115549493782306e-37,0.0211396422237157,1
boundary,R,112,-0.19908710173271135,0.00947047436356301,49,-21.021872198787115,7.367402844582019e-26,0.0213069375604391,1
boundary,R,113,-0.023049707489011268,0.0037138165906345564,49,-6.206474371173217,1.2119450917941477e-07,0.0215043816715478,1
boundary,R,114,-0.011327568194142129,0.0023781930616814115,49,-4.763098663711263,1.7974493452431396e-05,0.0218461286276578,1
boundary,R,115,-0.04066297033308039,0.005307420647152161,49,-7.661531473842985,7.176505783820281e-10,0.0219429824501276,1
boundary,R,116,-0.012275973094857751,0.0027494393683052147,49,-4.464900458024939,4.8514019753165016e-05,0.0221266504377126,1
boundary,R,117,-0.02271105914025697,0.0030952040423585622,49,-7.337499831820788,2.2381456729665572e-09,0.0223625842481851,1
boundary,R,118,-0.04001010875887202,0.005035312046838407,49,-7.945904521248834,2.6583343801134575e-10,0.0224539022892713,1
boundary,R,119,-0.043372979448254224,0.004695356468479876,49,-9.237419935934334,3.182261906775583e-12,0.0227182861417531,1
