metric,hemi,mode_k,beta_mean,beta_sem,N_subj,t,p,lam,sig_q05
sentence_shift,R,6,-25.046196671086165,0.5265486035180232,48,-47.566732688578604,2.0848442216360817e-41,0.001079499721527,1
sentence_shift,R,7,-1.2432073967666988,0.1398485168518311,48,-8.889671658683888,1.2395506265629362e-11,0.0014691120013594,1
sentence_shift,R,8,-21.246030579476546,0.40284458015005814,48,-52.74001842487859,1.7773176768914333e-43,0.001516374759376,1
sentence_shift,R,9,-0.4016711801082892,0.06700390612563849,48,-5.994742744626245,2.741416544927311e-07,0.0017501721158623,1
sentence_shift,R,10,-5.256953045459654,0.1128110068554839,48,-46.599646541529886,5.368066054762346e-41,0.0018113795667886,1
sentence_shift,R,11,-18.647258739167096,0.24939197125128637,48,-74.77088635054011,1.6171657833658297e-50,0.0020164949819445,1
sentence_shift,R,12,-5.49320403892063,0.13097338191153357,48,-41.94137739094982,6.761699262470843e-39,0.0022517880424857,1
sentence_shift,R,13,-3.5414161064326564,0.08748710823865212,48,-40.4792909233231,3.4292578528757234e-38,0.0023531662300229,1
sentence_shift,R,14,-12.15298430365427,0.2238395988422555,48,-54.29327235445385,4.641614236411552e-44,0.0027416236698627,1
sentence_shift,R,15,-2.98716298002201,0.0830161204582967,48,-35.982926731954635,7.325881588715644e-36,0.0029593342915177,1
sentence_shift,R,16,-3.6778569136017496,0.10714929378053287,48,-34.32460246667489,6.213529962705486e-35,0.0029743034392595,1
sentence_shift,R,17,-11.865106503419609,0.29352521927969555,48,-40.42278388390722,3.6553925569274786e-38,0.0030919155105948,1
sentence_shift,R,18,-0.5232169298994404,0.03417847133810601,48,-15.308377157175526,6.896670063301857e-20,0.0034280661493539,1
sentence_shift,R,19,-1.0831373713481165,0.08269166004014422,48,-13.098508009420627,2.67693767142868e-17,0.0035447385162115,1
sentence_shift,R,20,-2.0371554301051162,0.06312631393352275,48,-32.27109747371611,1.0053423342622319e-33,0.0037717577069997,1
sentence_shift,R,21,-2.289882689374661,0.07376955365920632,48,-31.04102676225001,5.7640799399934967e-33,0.0040091443806886,1
sentence_shift,R,22,-3.657277875632134,0.06571572672029036,48,-55.653008163461664,1.4768690969881562e-44,0.0041310228407382,1
sentence_shift,R,23,-1.267136430345002,0.05493812326048371,48,-23.064792809484942,2.836672363806479e-27,0.0044047320261597,1
sentence_shift,R,24,-0.5159178363415732,0.04023693679256434,48,-12.821995844298792,5.886296364393481e-17,0.0045519033446908,1
sentence_shift,R,25,-0.21055813847985036,0.030329798247991643,48,-6.942286155622316,9.998882308797456e-09,0.0046605272218585,1
sentence_shift,R,26,-0.24095385492352484,0.021180923667893044,48,-11.37598429141091,4.251317118716219e-15,0.0048440368846058,1
sentence_shift,R,27,-1.9022655627213656,0.05660693939286755,48,-33.60481211533316,1.619332526086005e-34,0.0049720155075192,1
sentence_shift,R,28,-0.7954843095867831,0.04851453406377043,48,-16.396824682293154,4.501311932320177e-21,0.0052369954064488,1
sentence_shift,R,29,-0.16376882309936536,0.016101678800010694,48,-10.170916035119058,1.8480885131744786e-13,0.0054828114807605,1
sentence_shift,R,30,-0.16475903858836985,0.021941651959844342,48,-7.5089623557012555,1.389041125734234e-09,0.0056525152176618,1
